WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
Blunkett                29     3     8     8     7  1844   273     4     4   -99       3
Blunkett                29     3     8     8     3  1844    84     0     0     4       3
*Blink                  29   -99     8     8   -99   -99   104   -99   -99   -99     -99
make                    29     3     4     4    21  1846   243     2     2   -99      60
radically               29     3     9     9    31  1848   188     3     3   -10       1
pragmatic               29     3     9     9    42  1849   287     4     4   -11       2
case                    29     3     4     4    51  1850   231     3     3    -9      26
humane                  29     3     6     6    62  1853   242     1     1   -11       2
the                     29     3     3     3    57  1852   107     0     0     5    3511
treatment               29     3     9     9    70  1854   153     2     2   -13       6
treatment               29     3     9     9    77  1854   112     9     9    -7       6
nation's                29     4     8     8     5  1857   256     1     1   -99       4
criminals               29     4     9     9    17  1858   247     4     4   -12       9
first                   29     4     5     5    29  1861   227     1     1   -12      87
in                      29     4     2     2    41  1863   195     2     2   -12    1091
tackling                29     4     8     8    47  1864   168     5     5    -6       3
first                   29     4     5     5    28  1861   176     0     0    19      87
a                       29     4     1     1    26  1860   135     0     0     2    1434
*Off-screen             29   -99     1     1   -99   -99   198   -99   -99   -99     -99
Here's                  30     1     6     6     6  1869   212     6     6     0     -99
something               30     1     9     9    13  1870   177     6     6    -7      29
over                    30     1     4     4    26  1873   260     1     1   -13      76
when                    30     1     4     4    34  1874   178     4     4    -8     144
pondering               30     1     9     9    43  1875   175     8     8    -9       1
growing                 30     1     7     7    55  1877   202     6     6   -12       9
problem                 30     1     7     7    63  1878   234     6     6    -8      24
obese                   30     1     5     5    70  1880   182     2     2    -7       1
obese                   30     1     5     5    72  1880    65     4     4    -2       1
children.               30     2     9     8     5  1881   216     5     5   -99      43
child                   30     2     5     5    22  1884   176     0     0   -17      17
in                      30     2     2     2    29  1885   196     1     1    -7    1091
daughter's              30     2    10    10    37  1887    83     3     3    -8     -99
fattest                 30     2     7     7    19  1883   325     5     5    18       1
primary                 30     2     7     7    45  1888   188     0     0   -26       3
school                  30     2     6     6    56  1889   168     3     3   -11      19
was                     30     2     3     3    66  1891   171     0     0   -10     383
also                    30     2     4     4    74  1892   149     4     4    -8      58
the                     30     2     3     3    78  1893   105     3     3    -4    3511
cleverest.              30     3    10     9     4  1894   196     4     4   -99       1
cleverest.              30     3    10     9     3  1894   227     3     3     1       1
mother                  30     3     6     6    20  1896   211     5     5   -17      11
from                    30     3     4     4    31  1898   179     4     4   -11     248
Lumpur                  30     3     6     6    39  1900   255     1     1    -8       1
Lumpur                  30     3     6     6    42  1900    89     4     4    -3       1
*Blink                  30   -99     6     6   -99   -99    92   -99   -99   -99     -99
Kuala                   30     3     5     5    37  1899   243     5     5   -99       1
latched                 30     3     7     7    53  1902   230     4     4   -16       1
onto                    30     3     4     4    61  1903   185     4     4    -8       3
as                      30     3     2     2    66  1905   205     1     1    -5     422
fellow                  30     3     6     6    72  1907   177     2     2    -6       2
Eurasian                30     4     8     8     5  1908   242     5     5   -99       1
Eurasian                30     4     8     8     4  1908   271     4     4     1       1
we                      30     4     2     2    15  1910   206     1     1   -11     179
to                      30     4     2     2    25  1912   218     1     1   -10    1597
collect                 30     4     7     7    33  1913   206     6     6    -8       2
children                30     4     8     8    41  1915   179     2     2    -8      43
after                   30     4     5     5    53  1916   139     5     5   -12      62
collect                 30     4     7     7    29  1913   167     2     2    24       2
to                      30     4     2     2    24  1912   149     0     0     5    1597
waited                  30     4     6     6    20  1911   186     3     3     4       1
we                      30     4     2     2    15  1910   192     1     1     5     179
when                    30     4     4     4    11  1909   186     2     2     4     144
from                    30     4     4     4    74  1919   190     4     4   -63     248
*Off-screen             30   -99     4     4   -99   -99   149   -99   -99   -99     -99
daughter                31     1     8     8     5  1933   232     5     5     0       2
weighed                 31     1     7     7    14  1934   221     5     5    -9       2
close                   31     1     5     5    22  1935   223     5     5    -8      12
stone                   31     1     5     5    30  1938   192     1     1    -8       2
stone                   31     1     5     5    32  1938   226     3     3    -2       2
*Blink                  31   -99     5     5   -99   -99    79   -99   -99   -99     -99
obviously               31     1     9     9    46  1942   329     1     1   -99       5
proud                   31     1     5     5    55  1943   207     0     0    -9       4
proud                   31     1     5     5    59  1943   170     4     4    -4       4
what                    31     1     4     4    68  1945   296     4     4    -9     125
called                  31     1     6     6    76  1947    89     3     3    -8      22
Hannah's                31     2     8     8     6  1948   120     6     6   -99     -99
good                    31     2     4     4    15  1950   242     0     0    -9      52
size'.                  31     2     6     4    21  1951   229     1     1    -6      10
good                    31     2     4     4    19  1950   198     4     4     2      52
size'.                  31     2     6     4    25  1951   213     5     5    -6      10
break,                  31     2     6     5    38  1953   250     4     4   -13       5
the                     31     2     3     3    47  1955   101     0     0    -9    3511
others                  31     2     6     6    53  1956    63     2     2    -6      12
others                  31     2     6     6    54  1956    65     3     3    -1      12
played                  31     2     6     6    64  1957   241     6     6   -10       3
Hannah                  31     3     6     6     6  1959   212     6     6   -99       8
absorbed                31     3     8     8    25  1964   228     3     3   -19       1
Reader's                31     3     8     8    39  1967   251     1     1   -14      28
Digest                  31     3     6     6    48  1968   136     1     1    -9       1
in                      31     3     2     2    33  1965   233     2     2    15    1091
the                     31     3     3     3    59  1970   219     2     2   -26    3511
or                      31     3     2     2    56  1969   176     2     2     3     194
Ladybird                31     3     8     8    65  1971   159     4     4    -9       1
Guide                   31     3     5     5    71  1972   191     1     1    -6       9
Guide                   31     3     5     5    75  1972    75     5     5    -4       9
Solar                   31     4     5     5     4  1975   255     0     0   -99       2
steadily                31     4     8     8    19  1977   263     2     2   -15       1
working                 31     4     7     7    30  1978   210     4     4   -11      22
way                     31     4     3     3    41  1980   230     3     3   -11      58
family                  31     4     6     6    52  1983    91     0     0   -11      14
*Off-screen             31   -99     6     6   -99   -99    65   -99   -99   -99     -99
size                    31     4     4     4    59  1984   170     0     0   -99      10
pack                    31     4     4     4    66  1985   218     2     2    -7       3
mini                    31     4     4     4    72  1987   140     0     0    -6       1
bars.                   31     5     5     4     5  1989   161     0     0   -99       2
Mars                    31     5     4     4     3  1988   314     3     3     2       1
to                      31     5     2     2    21  1992   194     1     1   -18    1597
once                    31     5     4     4    28  1994   208     1     1    -7      23
to                      31     5     2     2    20  1992   206     0     0     8    1597
once                    31     5     4     4    29  1994   196     2     2    -9      23
explained               31     5     9     9    39  1996   213     3     3   -10       7
why,                    31     5     4     3    47  1997   196     1     1    -8      35
although                31     5     8     8    57  1998   169     6     6   -10      19
individual              31     5    10    10    65  2000   214     1     1    -8       8
the                     31     5     3     3    61  1999   197     1     1     4    3511
although                31     5     8     8    55  1998   128     4     4     6      19
*Off-screen             32   -99     8     8   -99   -99   144   -99   -99   -99     -99
galaxies                32     1     8     8     5  2001   282     5     5   -99       1
constricting,           32     1    13    12    17  2003   258     3     3   -12       1
constricting,           32     1    13    12    23  2003   260     9     9    -6       1
constricting,           32     1    13    12    15  2003   176     1     1     8       1
galaxies                32     1     8     8     6  2001   184     6     6     9       1
galaxies                32     1     8     8     4  2001   264     4     4     2       1
universe                32     1     8     8    33  2005   247     1     1   -29       2
was                     32     1     3     3    48  2007   188     0     0   -15     383
expanding.              32     1    10     9    56  2008   259     4     4    -8       2
was                     32     1     3     3    48  2007   331     0     0     8     383
wanted                  32     1     6     6    71  2010   117     4     4   -23      14
*Blink                  32   -99     6     6   -99   -99    92   -99   -99   -99     -99
be                      32     1     2     2    77  2012   188     0     0   -99     423
be                      32     1     2     2    78  2012    85     1     1    -1     423
astronaut.              32     2    10     9     5  2014   146     2     2   -99       1
astronaut.              32     2    10     9     3  2014   269     0     0     2       1
just                    32     2     4     4    24  2017   170     0     0   -21      75
back                    32     2     4     4    34  2019   218     0     0   -10      38
press                   32     2     5     5    47  2022   180     1     1   -13      14
trip                    32     2     4     4    55  2023   236     3     3    -8       3
Hawaii                  32     2     6     6    63  2025   168     3     3    -8       1
where                   32     2     5     5    71  2026   189     4     4    -8      58
us,                     32     3     3     2    18  2031   279     3     3   -99      86
Midlands                32     3     8     8    33  2035   219     1     1   -15       2
radio                   32     3     5     5    43  2036   143     2     2   -10       9
*Blink                  32   -99     5     5   -99   -99    93   -99   -99   -99     -99
presenter               32     3     9     9    47  2037    58     0     0   -99       1
presenter               32     3     9     9    50  2037    58     3     3    -3       1
presenter               32     3     9     9    50  2037   128     3     3     0       1
called                  32     3     6     6    63  2038   188     6     6   -13      22
Kenny,                  32     3     6     5    65  2039   156     1     1    -2       6
had                     32     3     3     3    74  2040   160     3     3    -9     130
taken                   32     4     5     5     4  2042   302     4     4   -99      21
some                    32     4     4     4    28  2047   233     1     1   -24      86
spectacular             32     4    11    11    36  2048   199     4     4    -8       3
waterfalls.             32     4    11    10    46  2049   365     2     2   -10       1
Kenny                   32     4     5     5    59  2050   252     3     3   -13       6
couldn't                32     4     8     8    67  2051   153     5     5    -8     -99
couldn't                32     4     8     8    70  2051    91     8     8    -3     -99
because                 32     5     7     7     4  2053   189     4     4   -99      78
guide                   32     5     5     5    22  2056   211     5     5   -18       9
too                     32     5     3     3    37  2060   250     2     2   -15      56
would                   32     5     5     5    49  2063   163     2     2   -12     146
upset                   32     5     5     5    58  2064   204     5     5    -9       2
balance                 32     5     7     7    65  2066   186     2     2    -7       3
of                      32     5     2     2    72  2067   281     1     1    -7    1757
upset                   32     5     5     5    53  2064   184     0     0    19       2
would                   32     5     5     5    47  2063   222     0     0     6     146
helicopter.             33     1    11    10     4  2069   279     4     4     0       3
told                    33     1     4     4    19  2071   164     3     3   -15      21
children                33     1     8     8    31  2073   147     6     6   -12      43
Kenny                   33     1     5     5    43  2075   243     3     3   -12       6
hoped                   33     1     5     5    52  2077   148     2     2    -9       2
wouldn't                33     1     8     8    64  2079   243     3     3   -12     -99
bring                   33     1     5     5    73  2080   182     3     3    -9       7
bring                   33     1     5     5    75  2080    56     5     5    -2       7
because,                33     2     8     7    23  2085   154     7     7   -99      78
because,                33     2     8     7    17  2085   180     1     1     6      78
didn't                  33     2     6     6    14  2084    64     5     5     3     -99
They                    33     2     4     4     4  2083   216     0     0    10     258
up.                     33     2     3     2     1  2082    72     1     1     3     135
because,                33     2     8     7    17  2085   212     1     1   -16      78
believe                 33     2     7     7    26  2086   208     1     1    -9      20
not,                    33     2     4     3    42  2089   178     3     3   -16     277
or                      33     2     2     2    38  2088   181     2     2     4     194
believe                 33     2     7     7    31  2086   125     6     6     7      20
really                  33     2     6     6    53  2091   195     4     4   -22      34
noticed                 33     2     7     7    65  2093   142     2     2   -12       3
Hannah                  33     2     6     6    72  2094   132     1     1    -7       8
overweight.             33     3    11    10     5  2096   177     1     1   -99       1
was                     33     3     3     3     3  2095   269     3     3     2     383
'Hannah                 33     3     7     6    22  2097   182     6     5   -19       8
clever                  33     3     6     6    33  2099   218     5     5   -11       3
one,'                   33     3     5     3    37  2100   138     2     2    -4     176
they'd                  33     3     6     6    46  2101   186     5     5    -9     -99
not                     33     3     3     3    56  2103   173     3     3   -10     277
'Hannah                 33     3     7     6    62  2104    72     5     4    -6       8
she's                   33     3     5     5    69  2105   281     4     4    -7     -99
she's                   33     3     5     5    67  2105   231     2     2     2     -99
'Hannah                 33     3     7     6    60  2104   237     3     2     7       8
one,'                   33     3     5     3    36  2100    87     1     1    24     176
the                     33     3     3     3    25  2098   412     1     1    11    3511
'Hannah                 33     3     7     6    20  2097   173     4     3     5       8
overweight.             33     3    11    10     8  2096   209     4     4    12       1
'Hannah                 33     3     7     6    17  2097   218     1     0    -9       8
clever                  33     3     6     6    30  2099   184     2     2   -13       3
they'd                  33     3     6     6    44  2101   211     3     3   -14     -99
not                     33     3     3     3    53  2103   144     0     0    -9     277
'Hannah                 33     3     7     6    64  2104   301     7     6   -11       8
fat.'                   33     3     5     3    74  2106   217     3     3   -10       8
story                   33     4     5     5    16  2110   276     4     4   -99      14
happy                   33     4     5     5    25  2113   215     1     1    -9       7
happy                   33     4     5     5    25  2113   228     1     1     0       7
had                     33     4     3     3    19  2111   164     1     1     6     130
this                    33     4     4     4     9  2109   247     2     2    10     293
wish                    33     4     4     4     4  2108    82     2     2     5       5
there's                 33     4     7     7    42  2116   218     1     1   -38     -99
there's                 33     4     7     7    47  2116   120     6     6    -5     -99
ending                  33     4     6     6    35  2114   300     5     5    12       1
for                     33     4     3     3    39  2115   221     2     2    -4     519
there's                 33     4     7     7    47  2116    64     6     6    -8     -99
about                   33     4     5     5    74  2121   411     3     3   -27     164
From                    33     5     4     4    32  2127   172     2     2   -99     248
neck                    33     5     4     4    43  2129   216     4     4   -11       1
looked                  33     5     6     6    52  2132   202     0     0    -9       6
down                    33     5     4     4    46  2130    93     2     2     6      38
Mr                      33     5     2     2    66  2134   262     2     2   -20     109
Blobby                  33     5     6     6    72  2135   185     5     5    -6       1
he                      33     5     2     2    78  2137   352     0     0    -6     265
had                     34     1     3     3     1  2138   204     1     1     0     130
surprisingly            34     1    12    12     8  2140   258     2     2    -7       1
lean,                   34     1     5     4    19  2141   169     0     0   -11       4
lean,                   34     1     5     4    24  2141   176     5     5    -5       4
profile                 34     1     7     7    31  2143   179     1     1    -7       2
mean                    34     1     4     4    29  2142    62     4     4     2      17
devastatingly           34     1    13    13    44  2146   110     0     0   -15       1
devastatingly           34     1    13    13    47  2146   243     3     3    -3       1
sexy                    34     1     4     4    60  2147   316     2     2   -13       2
devastatingly           34     1    13    13    53  2146   340     9     9     7       1
Women                   34     1     5     5    72  2149   157     2     2   -19      20
in                      34     1     2     2    76  2150   117     0     0    -4    1091
the                     34     2     3     3     3  2151   203     3     3   -99    3511
in                      34     2     2     2    19  2154   187     0     0   -16    1091
every                   34     2     5     5    27  2155   250     5     5    -8      45
tell                    34     2     4     4    37  2158   216     1     1   -10      13
how                     34     2     3     3    47  2160   186     0     0   -10      59
they                    34     2     4     4    59  2162   184     3     3   -12     258
fancied                 34     2     7     7    67  2163   228     6     6    -8       1
When                    34     2     4     4    76  2165   146     2     2    -9     144
got                     34     3     3     3     4  2167   226     1     1   -99       9
waterfall               34     3     9     9    25  2171   184     4     4   -21       1
trip,                   34     3     5     4    32  2172   176     1     1    -7       3
found                   34     3     5     5    44  2174   208     4     4   -12      29
the                     34     3     3     3    56  2177   213     3     3   -12    3511
terrace                 34     3     7     7    65  2179   180     2     2    -9       2
drinking                34     3     8     8    73  2180   181     2     2    -8       1
*Blink                  34   -99     8     8   -99   -99    84   -99   -99   -99     -99
and                     34     4     3     3     7  2182   243     2     2   -99    1283
and                     34     4     3     3     5  2182    76     0     0     2    1283
dealing                 34     4     7     7    12  2183   158     3     3    -7       5
fan                     34     4     3     3    27  2186   290     1     1   -15       2
with                    34     4     4     4    19  2184   171     2     2     8     393
dealing                 34     4     7     7    11  2183   213     2     2     8       5
Hannah,                 34     4     7     6    47  2188   238     7     7   -36       8
sure,                   34     4     5     4    53  2190   225     1     1    -6      14
could                   34     4     5     5    61  2191   170     3     3    -8      84
ended                   34     4     5     5    70  2193   261     1     1    -9       6
up                      34     4     2     2    77  2194   169     2     2    -7     135
content                 34     5     7     7     3  2196   307     3     3   -99       3
12                      34     5     2     2    25  2201   260     0     0   -22     -99
screwed                 34     5     7     7    37  2204   233     1     1   -12       1
the                     34     5     3     3    52  2207   214     2     2   -15    3511
by                      34     5     2     2    47  2206   183     0     0     5     252
mother                  34     5     6     6    68  2210   328     0     0   -21      11
her                     34     5     3     3    64  2209   206     0     0     4     107
got                     34     5     3     3    76  2211   653     1     1   -12       9
*Off-screen             35   -99     3     3   -99   -99   145   -99   -99   -99     -99
hold                    35     1     4     4     4  2212   165     4     4   -99       5
help                    35     1     4     4    15  2215   215     4     4   -11      21
lose                    35     1     4     4    24  2217   170     4     4    -9       7
weight.                 35     1     7     6    28  2218   195     3     3    -4       7
note                    35     1     4     4    40  2220   227     0     0   -12       2
wasn't                  35     1     6     6    51  2222   101     3     3   -11     -99
Hannah                  35     1     6     6    60  2223   253     5     5    -9       8
wanted                  35     1     6     6    71  2225   314     5     5   -11      14
look                    35     1     4     4    77  2227   155     1     1    -6      18
wanted                  35     1     6     6    70  2225   282     4     4     7      14
like                    35     2     4     4     4  2228   158     4     4   -99      99
like                    35     2     4     4     2  2228   236     2     2     2      99
Moss,                   35     2     5     4    13  2230   184     3     3   -11       1
mother                  35     2     6     6    27  2234   196     0     0   -14      11
forcing                 35     2     7     7    36  2235   224     2     2    -9       2
mother                  35     2     6     6    33  2234   182     6     6     3      11
her                     35     2     3     3    23  2233   247     0     0    10     107
being                   35     2     5     5    52  2238   223     0     0   -29      54
bright,                 35     2     7     6    61  2240   123     1     1    -9       2
happy,                  35     2     6     5    68  2241   405     0     0    -7       7
clever                  35     3     6     6     4  2242   187     4     4   -99       3
clever                  35     3     6     6     3  2242   127     3     3     1       3
fat                     35     3     3     3     8  2243   241     1     1    -5       8
became                  35     3     6     6    25  2246   189     1     1   -17      22
depressed               35     3     9     9    38  2248   206     5     5   -13       2
neurotic                35     3     8     8    48  2249   253     5     5   -10       1
anorexic                35     3     8     8    55  2250   284     3     3    -7       1
teenager                35     3     8     8    62  2251   259     1     1    -7       2
who                     35     3     3     3    73  2252   217     3     3   -11     157
teenager                35     3     8     8    66  2251   199     5     5     7       2
only                    35     3     4     4    75  2253   139     1     1    -9      97
read                    35     4     4     4     4  2254   199     4     4   -99       9
fashion                 35     4     7     7    19  2257   211     2     2   -15       7
diets.                  35     4     6     5    29  2259   313     0     0   -10       2
bumped                  35     4     6     6    42  2261   219     4     4   -13       1
her                     35     4     3     3    52  2263   190     2     2   -10     107
the                     35     4     3     3    64  2265   176     3     3   -12    3511
day                     35     4     3     3    71  2267   133     0     0    -7      35
outside                 35     5     7     7     3  2268   192     3     3   -99      10
Post                    35     5     4     4    16  2270   172     4     4   -13       6
Hannah?'                35     5     8     6    32  2273   219     0     0   -16       8
'How's                  35     5     6     5    28  2272   116     3     2     4     -99
said.                   35     5     5     4    45  2275   209     2     2   -17      53
at                      35     5     2     2    57  2278   160     0     0   -12     269
health                  35     5     6     6    67  2280   248     5     5   -10      12
a                       35     5     1     1    60  2279   162     0     0     7    1434
clinic                  35     5     6     6    75  2281   175     6     6   -15       1
in                      35     5     2     2    78  2282   223     2     2    -3    1091
Portugal                36     1     8     8     3  2283   289     3     3     0       2
doing                   36     1     5     5    14  2284   203     5     5   -11      18
alternate               36     1     9     9    23  2285   221     8     8    -9       1
sessions                36     1     8     8    33  2286   227     8     8   -10       2
meditation              36     1    10    10    42  2288   104     5     5    -9       1
colonic                 36     1     7     7    53  2290   378     1     1   -11       1
irrigation,             36     1    11    10    63  2291   278     3     3   -10       1
said                    36     1     4     4    75  2292   270     3     3   -12      53
mother.                 36     2     7     6     5  2294   173     5     5   -99      11
the                     36     2     3     3    18  2296   188     0     0   -13    3511
obesity                 36     2     7     7    27  2297   264     5     5    -9       4
report                  36     2     6     6    35  2298   173     5     5    -8       7
out,                    36     2     4     3    45  2300   182     3     3   -10     113
parents                 36     2     7     7    53  2301   212     6     6    -8      21
swamped                 36     2     7     7    65  2304   219     0     0   -12       1
with                    36     2     4     4    73  2305   108     0     0    -8     393
advice                  36     3     6     6     3  2306   187     3     3   -99       6
control                 36     3     7     7    26  2310   213     6     6   -23      10
children's              36     3    10    10    35  2312   195     1     1    -9     -99
diets                   36     3     5     5    49  2313   172     4     4   -14       2
lifestyle.              36     3    10     9    58  2315    65     3     3    -9       3
The                     36     3     3     3    69  2316   347     3     3   -11    3511
older                   36     3     5     5    72  2317    96     2     2    -3       6
get,                    36     4     4     3     4  2319   146     4     4   -99      48
get,                    36     4     4     3     3  2319   183     3     3     1      48
convinced               36     4     9     9    18  2323   254     0     0   -15       3
we                      36     4     2     2    33  2325   179     0     0   -15     179
parents                 36     4     7     7    42  2327   200     1     1    -9      21
any                     36     4     3     3    54  2329   264     0     0   -12      58
control                 36     4     7     7    64  2330   159     6     6   -10      10
over                    36     4     4     4    70  2331   157     4     4    -6      76
all.                    36     5     4     3    13  2335   161     1     1   -99     167
depressing              36     5    10    10    26  2337   228     4     4   -13       3
opinion                 36     5     7     7    38  2338   214     5     5   -12       5
confirmed               36     5     9     9    52  2340   257     7     7   -14       3
Richard                 36     5     7     7    64  2343   297     2     2   -12       8
Richard                 36     5     7     7    69  2343   276     7     7    -5       8
Doll,                   36     5     5     4    72  2344   240     2     2    -3       1
the                     36     5     3     3    78  2345   231     2     2    -6    3511
first                   37     1     5     5     5  2346   214     5     5     0      87
to                      37     1     2     2    13  2348   211     0     0    -8    1597
discover                37     1     8     8    24  2349   192     8     8   -11       4
between                 37     1     7     7    34  2352   202     0     0   -10      42
cancer                  37     1     6     6    42  2353   190     0     0    -8       4
cancer                  37     1     6     6    48  2353   164     6     6    -6       4
smoking.                37     1     8     7    57  2355   265     4     4    -9       4
was                     37     1     3     3    68  2357   134     3     3   -11     383
Desert                  37     1     6     6    73  2359   243     1     1    -5       4
Desert                  37     1     6     6    74  2359    83     2     2    -1       4
Island                  37     2     6     6     6  2360   238     6     6   -99       8
when                    37     2     4     4    19  2363   158     1     1   -13     144
Lawley                  37     2     6     6    27  2365   209     0     0    -8       1
asked                   37     2     5     5    39  2366   161     5     5   -12       8
plaintively             37     2    11    11    48  2367   110     8     8    -9       1
parents                 37     2     7     7    59  2369   274     2     2   -11      21
could                   37     2     5     5    69  2370   193     4     4   -10      84
to                      37     2     2     2    74  2372   266     0     0    -5    1597
smoking,                37     3     8     7    24  2376   158     4     4   -99       4
Richard                 37     3     7     7    40  2378   244     7     7   -16       8
'Absolutely             37     3    11    10    55  2380   190     8     7   -15       8
nothing.'               37     3     9     7    64  2381   190     5     5    -9      14
fact,                   37     3     5     4    73  2383   214     1     1    -9      32
fact,                   37     3     5     4    77  2383   153     5     5    -4      32
opined,                 37     4     7     6     6  2385   261     6     6   -99       2
parents                 37     4     7     7    23  2388   347     6     6   -17      21
parents                 37     4     7     7    19  2388    90     2     2     4      21
at                      37     4     2     2    32  2390   136     0     0   -13     269
to                      37     4     2     2    49  2393   194     1     1   -17    1597
smoke,                  37     4     6     5    54  2394   157     3     3    -5       3
more                    37     4     4     4    65  2396   162     3     3   -11     168
it                      37     4     2     2    74  2398   187     0     0    -9     544
as                      37     5     2     2    27  2405   191     2     2   -99     422
stopped                 37     5     7     7    39  2407   183     6     6   -12       4
mid-thirties,           37     5    13    12    50  2410   215     0     0   -11     -99
mid-thirties,           37     5    13    12    55  2410   150     5     5    -5     -99
wouldn't                37     5     8     8    69  2412   183     0     0   -14     -99
as                      37     5     2     2    26  2405   229     1     1    43     422
stopped                 37     5     7     7    33  2407   266     0     0    -7       4
mid-thirties,           37     5    13    12    53  2410   144     3     3   -20     -99
wouldn't                37     5     8     8    74  2412   289     5     5   -21     -99
of                      38     1     2     2     6  2414   229     2     2     0    1757
cancer,                 38     1     7     6    14  2416   168     2     2    -8       4
cancer,                 38     1     7     6    12  2416   128     0     0     2       4
thought,                38     1     8     7    28  2418   202     5     5   -16      24
there                   38     1     5     5    40  2420   170     4     4   -12     189
very                    38     1     4     4    51  2423   191     3     3   -11      56
strong                  38     1     6     6    59  2424   265     6     6    -8       9
they                    38     1     4     4    69  2426   181     2     2   -10     258
smoking                 38     2     7     7     6  2429   189     1     1   -99       4
adults                  38     2     6     6    21  2431   244     5     5   -15       3
weighed                 38     2     7     7    31  2433   207     1     1   -10       2
the                     38     2     3     3    47  2436   189     2     2   -16    3511
evidence                38     2     8     8    57  2437   174     8     8   -10       8
against                 38     2     7     7    63  2438   268     5     5    -6      36
I'm                     38     2     3     3    75  2440   228     1     1   -12     -99
sure                    38     3     4     4     4  2441   157     4     4   -99      14
argument                38     3     8     8    22  2444    91     8     8   -18       7
*Blink                  38   -99     8     8   -99   -99    98   -99   -99   -99     -99
obesity.                38     3     8     7    35  2447   243     1     1   -99       4
obesity.                38     3     8     7    35  2447   102     1     1     0       4
obesity.                38     3     8     7    42  2447   155     8     8    -7       4
nagging                 38     3     7     7    50  2449   280     2     2    -8       1
children                38     3     8     8    60  2451   232     1     1   -10      43
stop                    38     3     4     4    72  2453   147     1     1   -12      10
snacking,               38     4     9     8     7  2454   207     7     7   -99       1
off                     38     4     3     3    19  2456   224     2     2   -12      28
television              38     4    10    10    29  2458   238     4     4   -10      13
the                     38     4     3     3    22  2457   118     1     1     7    3511
take                    38     4     4     4    43  2460   298     3     3   -21      42
exercise,               38     4     9     8    52  2461   329     7     7    -9       4
take                    38     4     4     4    44  2460   181     4     4     8      42
they                    38     4     4     4    64  2464   232     0     0   -20     258
will                    38     4     4     4    72  2465   144     3     3    -8     210
guzzle                  38     4     6     6    76  2466   103     2     2    -4       1
slump.                  38     5     6     5     6  2468    55     2     2   -99       1
*Blink                  38   -99     6     5   -99   -99   249   -99   -99   -99     -99
outside                 38     5     7     7    24  2470   139     5     5   -99      10
fitting                 38     5     7     7    37  2472    62     6     6   -13       1
fitting                 38     5     7     7    36  2472   160     5     5     1       1
Kings                   38     5     5     5    51  2476   223     1     1   -15       2
rooms                   38     5     5     5    42  2473   265     3     3     9       5
outside                 38     5     7     7    21  2470   228     2     2    21      10
Waiting                 38     5     7     7    15  2469   252     4     4     6       5
Waiting                 38     5     7     7    13  2469   171     2     2     2       5
rooms                   38     5     5     5    40  2473   207     1     1   -27       5
Kings                   38     5     5     5    52  2476   194     2     2   -12       2
Road                    38     5     4     4    60  2477   218     4     4    -8       8
shop                    38     5     4     4    65  2478   189     4     4    -5       5
Road                    38     5     4     4    59  2477   273     3     3     6       8
other                   38     5     5     5    72  2480   161     2     2   -13      78
Kings                   38     5     5     5    53  2476   288     3     3    19       2
the                     38     5     3     3    67  2479   168     1     1   -14    3511
day,                    38     5     4     3    76  2481   221     0     0    -9      35
surprised               39     1     9     9     7  2484   231     1     1     0       1
dismayed                39     1     8     8    21  2486   152     1     1   -14       1
not                     39     1     3     3    31  2487   195     2     2   -10     277
fat                     39     1     3     3    42  2490   315     2     2   -11       8
these                   39     1     5     5    56  2493   196     3     3   -14      73
these                   39     1     5     5    53  2493   124     0     0     3      73
but                     39     1     3     3    67  2495   193     3     3   -14     325
unhealthily             39     2    11    11     6  2497    66     6     6   -99       1
skinny                  39     2     6     6    17  2498   237     5     5   -11       1
unhealthily             39     2    11    11     6  2497   223     6     6    11       1
are,                    39     2     4     3    26  2500   239     2     2   -20     351
especially              39     2    10    10    39  2501    97    10    10   -13       9
girls.                  39     2     6     5    48  2503   365     0     0    -9       3
teenage                 39     2     7     7    46  2502   166     6     6     2       3
trying                  39     2     6     6    65  2506   248     1     1   -19      23
ones                    39     2     4     4    62  2505   224     3     3     3      13
trying                  39     2     6     6    68  2506   146     4     4    -6      23
crop                    39     2     4     4    75  2508   158     1     1    -7       4
and                     39     3     3     3     5  2510   340     0     0   -99    1283
trousers                39     3     8     8    16  2511    60     7     7   -11       2
like                    39     3     4     4    32  2514   184     2     2   -16      99
nubile                  39     3     6     6    41  2515   254     6     6    -9       1
women                   39     3     5     5    48  2517   186     0     0    -7      20
scaffolding.            39     3    12    11    60  2519   231     1     1   -12       1
women                   39     3     5     5    53  2517   174     5     5     7      20
scaffolding.            39     3    12    11    61  2519   217     2     2    -8       1
*Off-screen             39   -99    12    11   -99   -99   151   -99   -99   -99     -99
If                      39     3     2     2    77  2520   140     1     1   -99     150
want                    39     4     4     4     7  2522   241     3     3   -99      40
obesity,                39     4     8     7    29  2526   420     5     5   -22       4
serious                 39     4     7     7    22  2525   163     6     6     7      11
Miami                   39     4     5     5    41  2529   208     2     2   -19       1
airport.                39     4     8     7    48  2530   207     3     3    -7       4
more                    39     4     4     4    62  2532   260     3     3   -14     168
obvious                 39     4     7     7    71  2533   163     7     7    -9      12
out                     39     4     3     3    74  2534   144     2     2    -3     113
there                   39     5     5     5     5  2535   237     5     5   -99     189
wearing                 39     5     7     7    28  2539   200     2     2   -23       3
